PID,PROLIFIC_PID,title,organisation,description,years,experience,division,ONET,ONET_13_text,ONET_14_text,ONET_15_text,TaskRank_1,TaskRank_2,TaskRank_3,TaskRank_4,TaskRank_5,TaskRank_6,TaskRank_7,TaskRank_8,TaskRank_9,TaskRank_10,TaskRank_11,TaskRank_12,TaskRank_13,TaskRank_14,TaskRank_15,NumberHours_1,NumberHours_2,NumberHours_3,NumberHours_4,NumberHours_5,NumberHours_6,NumberHours_7,NumberHours_8,NumberHours_9,NumberHours_10,NumberHours_11,NumberHours_12,NumberHours_13,NumberHours_14,NumberHours_15,TaskPhysical_1,TaskPhysical_2,TaskPhysical_3,TaskPhysical_4,TaskPhysical_5,TaskPhysical_6,TaskPhysical_7,TaskPhysical_8,TaskPhysical_9,TaskPhysical_10,TaskPhysical_11,TaskPhysical_12,TaskPhysical_13,TaskPhysical_14,TaskPhysical_15,TaskSocial_1,TaskSocial_2,TaskSocial_3,TaskSocial_4,TaskSocial_5,TaskSocial_6,TaskSocial_7,TaskSocial_8,TaskSocial_9,TaskSocial_10,TaskSocial_11,TaskSocial_12,TaskSocial_13,TaskSocial_14,TaskSocial_15,pilot1_1,pilot1_2,pilot1_3,pilot2,TaskOpen_1,RobotSelect_1,RobotTune_1_1,RobotTune_1_2,RobotTune_1_3,RobotTune_1_4,RobotTune_1_5,RobotTune_1_6,RobotTune_1_7,RobotTune_1_8,RobotTune_1_9,RobotTune_1_10,RobotTune_1_11,RobotTune_1_12,RobotTune_1_13,RobotTune_1_14,RobotTune_1_15,RobotTune_1_16,RobotTune_1_17,TaskOpen_2,RobotSelect_2,RobotTune_2_1,RobotTune_2_2,RobotTune_2_3,RobotTune_2_4,RobotTune_2_5,RobotTune_2_6,RobotTune_2_7,RobotTune_2_8,RobotTune_2_9,RobotTune_2_10,RobotTune_2_11,RobotTune_2_12,RobotTune_2_13,RobotTune_2_14,RobotTune_2_15,RobotTune_2_16,RobotTune_2_17,TaskOpen_3,RobotSelect_3,RobotTune_3_1,RobotTune_3_2,RobotTune_3_3,RobotTune_3_4,RobotTune_3_5,RobotTune_3_6,RobotTune_3_7,RobotTune_3_8,RobotTune_3_9,RobotTune_3_10,RobotTune_3_11,RobotTune_3_12,RobotTune_3_13,RobotTune_3_14,RobotTune_3_15,RobotTune_3_16,RobotTune_3_17,TaskOpen_4,RobotSelect_4,RobotTune_4_1,RobotTune_4_2,RobotTune_4_3,RobotTune_4_4,RobotTune_4_5,RobotTune_4_6,RobotTune_4_7,RobotTune_4_8,RobotTune_4_9,RobotTune_4_10,RobotTune_4_11,RobotTune_4_12,RobotTune_4_13,RobotTune_4_14,RobotTune_4_15,RobotTune_4_16,RobotTune_4_17,TaskOpen_5,RobotSelect_5,RobotTune_5_1,RobotTune_5_2,RobotTune_5_3,RobotTune_5_4,RobotTune_5_5,RobotTune_5_6,RobotTune_5_7,RobotTune_5_8,RobotTune_5_9,RobotTune_5_10,RobotTune_5_11,RobotTune_5_12,RobotTune_5_13,RobotTune_5_14,RobotTune_5_15,RobotTune_5_16,RobotTune_5_17,TaskOpen_6,RobotSelect_6,RobotTune_6_1,RobotTune_6_2,RobotTune_6_3,RobotTune_6_4,RobotTune_6_5,RobotTune_6_6,RobotTune_6_7,RobotTune_6_8,RobotTune_6_9,RobotTune_6_10,RobotTune_6_11,RobotTune_6_12,RobotTune_6_13,RobotTune_6_14,RobotTune_6_15,RobotTune_6_16,RobotTune_6_17,TaskOpen_7,RobotSelect_7,RobotTune_7_1,RobotTune_7_2,RobotTune_7_3,RobotTune_7_4,RobotTune_7_5,RobotTune_7_6,RobotTune_7_7,RobotTune_7_8,RobotTune_7_9,RobotTune_7_10,RobotTune_7_11,RobotTune_7_12,RobotTune_7_13,RobotTune_7_14,RobotTune_7_15,RobotTune_7_16,RobotTune_7_17,TaskOpen_8,RobotSelect_8,RobotTune_8_1,RobotTune_8_2,RobotTune_8_3,RobotTune_8_4,RobotTune_8_5,RobotTune_8_6,RobotTune_8_7,RobotTune_8_8,RobotTune_8_9,RobotTune_8_10,RobotTune_8_11,RobotTune_8_12,RobotTune_8_13,RobotTune_8_14,RobotTune_8_15,RobotTune_8_16,RobotTune_8_17,TaskOpen_9,RobotSelect_9,RobotTune_9_1,RobotTune_9_2,RobotTune_9_3,RobotTune_9_4,RobotTune_9_5,RobotTune_9_6,RobotTune_9_7,RobotTune_9_8,RobotTune_9_9,RobotTune_9_10,RobotTune_9_11,RobotTune_9_12,RobotTune_9_13,RobotTune_9_14,RobotTune_9_15,RobotTune_9_16,RobotTune_9_17,TaskOpen_10,RobotSelect_10,RobotTune_10_1,RobotTune_10_2,RobotTune_10_3,RobotTune_10_4,RobotTune_10_5,RobotTune_10_6,RobotTune_10_7,RobotTune_10_8,RobotTune_10_9,RobotTune_10_10,RobotTune_10_11,RobotTune_10_12,RobotTune_10_13,RobotTune_10_14,RobotTune_10_15,RobotTune_10_16,RobotTune_10_17,TaskOpen_11,RobotSelect_11,RobotTune_11_1,RobotTune_11_2,RobotTune_11_3,RobotTune_11_4,RobotTune_11_5,RobotTune_11_6,RobotTune_11_7,RobotTune_11_8,RobotTune_11_9,RobotTune_11_10,RobotTune_11_11,RobotTune_11_12,RobotTune_11_13,RobotTune_11_14,RobotTune_11_15,RobotTune_11_16,RobotTune_11_17,TaskOpen_12,RobotSelect_12,RobotTune_12_1,RobotTune_12_2,RobotTune_12_3,RobotTune_12_4,RobotTune_12_5,RobotTune_12_6,RobotTune_12_7,RobotTune_12_8,RobotTune_12_9,RobotTune_12_10,RobotTune_12_11,RobotTune_12_12,RobotTune_12_13,RobotTune_12_14,RobotTune_12_15,RobotTune_12_16,RobotTune_12_17,TaskOpen_13,RobotSelect_13,RobotTune_13_1,RobotTune_13_2,RobotTune_13_3,RobotTune_13_4,RobotTune_13_5,RobotTune_13_6,RobotTune_13_7,RobotTune_13_8,RobotTune_13_9,RobotTune_13_10,RobotTune_13_11,RobotTune_13_12,RobotTune_13_13,RobotTune_13_14,RobotTune_13_15,RobotTune_13_16,RobotTune_13_17,TaskOpen_14,RobotSelect_14,RobotTune_14_1,RobotTune_14_2,RobotTune_14_3,RobotTune_14_4,RobotTune_14_5,RobotTune_14_6,RobotTune_14_7,RobotTune_14_8,RobotTune_14_9,RobotTune_14_10,RobotTune_14_11,RobotTune_14_12,RobotTune_14_13,RobotTune_14_14,RobotTune_14_15,RobotTune_14_16,RobotTune_14_17,TaskOpen_15,RobotSelect_15,RobotTune_15_1,RobotTune_15_2,RobotTune_15_3,RobotTune_15_4,RobotTune_15_5,RobotTune_15_6,RobotTune_15_7,RobotTune_15_8,RobotTune_15_9,RobotTune_15_10,RobotTune_15_11,RobotTune_15_12,RobotTune_15_13,RobotTune_15_14,RobotTune_15_15,RobotTune_15_16,RobotTune_15_17,pilot3_1,pilot3_2,pilot3_3,pilot4,positive_before,positive_after,worried_before,worried_after,purpose,familiarisation_1,familiarisation_2,familiarisation_3,familiarisation_4,familiarisation_5,familiarisation_6
R_2j7IzUzso14EkpH,6647268cc986878025283573,Healthcare manager,NHs,"I supervise and manage  a group of laboratory technicians in a day to day job role ranging from collection of samples and specimen from patients, analyzing them and using the results to administer proper medical care to individuals.

I work for NHS,

I handle lots of data and using my results to make informed decisions on patients, masses etc.",3,8,4,"3,5,8,11,12",,,,,,1,,2,,,5,,,4,3,,,,,,8,,4,,,8,,,2,2,,,,,,63,,9,,,100,,,47,80,,,,,,28,,34,,,33,,,75,34,,,,93,93,93,"It is a very direct, interesting and solid questionnaire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"some of my specific activities are:
Performance Metrics: I evaluate hospital or clinic performance metrics such as patient wait times, readmission rates, and treatment outcomes to identify areas for improvement.

Financial Analysis: I also manage budgets, analyzing cost reports, and tracking financial performance to ensure the healthcare facility operates within its financial constraints and optimizes resource allocation.

Staffing and Scheduling: I use data to forecast staffing needs, create efficient staff schedules, and ensure optimal patient-to-staff ratios.

Patient Data Analysis: I also analyze patient data to track health trends, manage population health, and develop preventive care strategies.

Quality Improvement: I monitor and analyzing quality indicators such as infection rates, patient satisfaction scores, and compliance with healthcare standards to implement quality improvement initiatives.

Operational Efficiency: I examine workflow data and operational processes to enhance efficiency, reduce waste, and streamline procedures.","3,4,8,14,15",,,20,20,,,,30,,,,,,10,20,,,,,,,,,,,,,,,,,,,,,,"Strategic Planning: Developing and implementing long-term strategies to meet organizational goals, improve patient care, and ensure financial stability.

Resource Allocation: Deciding how to best allocate resources, including staff, equipment, and budget, to optimize operations and meet patient needs.

Crisis Management: Responding to emergencies and unexpected events, such as natural disasters, pandemics, or critical equipment failures, by quickly making decisions to mitigate impact and ensure continuity of care.

Quality Improvement: Identifying areas for improvement in patient care and operational processes, developing solutions, and implementing changes to enhance quality and efficiency.

Conflict Resolution: Addressing conflicts among staff, patients, or between departments, and finding fair and effective resolutions to maintain a positive work environment and ensure patient satisfaction.","1,3,5,7,9",20,,20,,20,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Telehealth Services: Implementing and managing telehealth systems that allow remote consultations, monitoring, and treatment, enhancing access to care for patients.

Scheduling and Workflow Optimization: Using scheduling software to manage appointments, staff rosters, and resource allocation to optimize workflow and reduce wait times.

Training and Support: Providing training for staff on new technologies and software systems, as well as offering ongoing technical support to ensure effective use of these tools.

Compliance and Security: Ensuring that all technology and data systems comply with healthcare regulations and standards, such as HIPAA, and implementing cybersecurity measures to protect sensitive information.

Inventory and Supply Chain Management: Using inventory management systems to track medical supplies, equipment, and pharmaceuticals, ensuring timely restocking and minimizing waste.","1,10,14,15,17",20,,,,,,,,,20,,,,20,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Staff Supervision: Overseeing day-to-day activities of healthcare staff, including doctors, nurses, and administrative personnel, to ensure they perform their duties effectively and efficiently.

Team Building: I Create a collaborative and supportive work environment by fostering teamwork, resolving conflicts, and promoting a positive workplace culture.

Performance Evaluation: Conducting regular performance reviews, providing constructive feedback, and setting goals to help staff improve their skills and performance.

Recruitment and Hiring: I participate in the recruitment process by interviewing candidates, selecting the right individuals for various roles, and ensuring a thorough onboarding process.

Training and Development: Organizing and delivering training programs to enhance the skills and knowledge of healthcare staff, including continuing education and professional development opportunities.","7,10,12,13,17",,,,,,,10,,,20,,10,30,,,,30,"Resource Tracking: Monitoring the usage of medical supplies, equipment, and medications to ensure they are used efficiently and replenished when necessary.

Financial Documentation: Keeping detailed records of expenditures, budgets, and financial transactions to maintain financial accountability and support budgeting and financial planning.

Patient Records Management: Ensuring that patient records are accurately documented, updated, and securely stored, complying with confidentiality and regulatory standards.

Compliance Reporting: Documenting compliance with healthcare regulations and standards, preparing for audits, and ensuring that all necessary legal and regulatory documentation is in order.

Inventory Management: Tracking inventory levels, ordering supplies, and managing stock to prevent shortages or overstocking, and ensuring resources are available when needed.","1,2,3,8,10",20,20,20,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,89,97,You did a perfect job for now. But maybe you can increase the time a little,100,100,10,10,maybe i would think it is centered in knowing my job role,1,1,3,1,1,1
R_2PH77HshOrEXZAX,59e7232f24d7bf00012f112e,programme manager,NHS,"Programme manager for the NHS, I lead multiple projects of work simultaneously to support improvements in the NHS,",5,15,4,"5,9,10,11,12",,,,,,,,1,,,,2,4,3,5,,,,,,,,7.5,,,,7.5,10,7.5,5,,,,,,,,0,,,,0,0,0,0,,,,,,,,80,,,,100,100,100,80,,,,100,100,66,I have an admin role so the question on physicality of my role is not relevant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Using my knowledge to understand/interpret and make decisions based on solid evidence.,"2,6,9,13,14",,50,,,,7.5,,,15,,,,20,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Using communications skills to effectively inform others through a variety of methods,"8,9,11,14,17",,,,,,,,10,10,,15,,,15,,,50,Using your interpersonal skills to develop relationships with others to bring harmony to work,"9,11,13,15,17",,,,,,,,,5,,20,,5,,30,,40,"Looking out for the health and wellbeing of the staff I manage, supporting their requirements and leading them on projects.","8,10,11,14,17",,,,,,,,20,,30,20,,,10,,,20,Experience in improving quality of documentation ready for distribution,"5,8,14,15,17",,,,,10,,,10,,,,,,50,10,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,90,,90,90,0,0,Perceptions on working characteristics and responsibilities at work,3,1,3,1,1,1
R_2hAOOCeBivtgj4N,5f6f528edddddd4cafc50ed6,project manager,John paul,I am a team leader on construction sites. I manage the site make sure everything runs smoothly.,8,20,4,"1,5,6,9,12",,,,4,,,,1,2,,,3,,,5,,,,8,,,,15,4,,,10,,,5,,,,1,,,,8,1,,,0,,,1,,,,81,,,,82,81,,,91,,,4,,,,100,99,89,very straight forward. Questions capture very well in all areas.,What tasks i need to complete,"3,5,8,13,17",,,30,,20,,,20,,,,,20,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Problems with materials, plans and staff and having to find solutions.","6,8,13,14,17",,,,,,20,,10,,,,,40,10,,,20,How the project is done,"7,8,11,14,17",,,,,,,20,10,,,30,,,10,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giving out information to others of there goal in the project,"3,8,13,14,17",,,20,,,,,10,,,,,20,20,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keeping records and making sure everything is accountable,"2,3,5,7,8",,30,10,,10,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,93,91,It good as is,90,91,20,20,AI needs to learn a lot of how we reason.,1,1,2,2,3,1
R_53UeO23NZqM3lwl,632f16551c905f94e05945bd,Category manager,TMC Center,"Negotiating the purchase of goods with suppliers, negotiating prices, placing goods in retail stores, organizing marketing activities, b2b sales, etc.",1,7,4,"1,3,4,6,8",,,,5,,3,4,,1,,2,,,,,,,,3,,10,2,,3,,25,,,,,,,,29,,34,29,,32,,43,,,,,,,,79,,33,39,,57,,28,,,,,,,,89,80,88,Everything is clearly and thoroughly explained,"Finding out information as a Category Manager involves a combination of market research, customer insights, supplier and product details, financial data, and internal feedback.","2,3,8,10,17",,15,20,,,,,25,,27,,,,,,,13,,,,,,,,,,,,,,,,,,,,"Analyzing data and working with numbers as a Category Manager involves a range of activities aimed at optimizing product performance, managing inventory efficiently, making informed financial decisions, and understanding market dynamics. This data-driven approach helps in strategic decision-making and achieving business objectives","4,8,12,13,15",,,,20,,,,10,,,,25,20,,25,,,"Coming up with new ideas as a Category Manager involves a creative and analytical approach to innovate across various aspects of category management. This includes product development, marketing strategies, customer engagement, and leveraging new technologies, all aimed at enhancing category performance and driving business growth.","1,3,9,16,17",20,,25,,,,,,20,,,,,,,20,15,,,,,,,,,,,,,,,,,,,,"Effective planning and organization in category management involve a mix of strategic vision, data analysis, and operational efficiency. ","2,3,5,7,8",,10,25,,30,,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Using computers and working with technology as a Category Manager involves leveraging various digital tools and systems to manage data, streamline processes, enhance communication, and make informed decisions. ","2,4,5,10,11",,15,,23,15,,,,,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,64,70,"no, I can't",75,72,74,80,About duties at work,1,1,1,1,1,1
R_8IuSWlVn68yhAOc,6638e099fb3eae53a2724297,Retailer,Tesco,"I am employed by Tesco, a well-known UK retailer, as a Supervisor and Store Manager. Managing the personnel, daily store operations, and customer satisfaction are all part of my job. Tesco is a retailer that specialises in consumer goods and services",6,6,4,"1,3,5,8,10",,,,1,,3,,2,,,5,,4,,,,,,7,,7,,5,,,7,,4,,,,,,42,,70,,61,,,92,,31,,,,,,36,,50,,44,,,32,,93,,,,,,100,90,86,"Although the questionnaire was relevant and easy to understand, some of the questions could benefit from more precise examples or context. Overall, it was comprehensive and organised well.","Finding out information involves researching online databases, consulting with colleagues or experts, and reviewing relevant documents or reports.","8,10,13,15,16",,,,,,,,20,,15,,,25,,15,25,,,,,,,,,,,,,,,,,,,,,"Working with numbers or analysing data involves utilising data visualisation tools to present complex numerical information in an understandable and actionable format, analysing financial reports to inform strategic decisions, analysing statistics to forecast business outcomes, and delving into spreadsheets to find trends.","4,11,12,13,16",,,,20,,,,,,,20,20,20,,,20,,,,,,,,,,,,,,,,,,,,,"Making decisions or solving problem is what I usually do in my day to day activities. It entails analysing data, weighing options, working with team members, and putting solutions into action to streamline procedures and effectively address problems.","2,3,5,8,17",,25,10,,15,,,30,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Using computers or working with technology is what I do for a living, and it includes tasks like data entry, communication, document creation, research, software use, online collaboration, system monitoring, technical troubleshooting, and technical support and training.","2,3,5,10,17",,20,20,,20,,,,,20,,,,,,,20,,,,,,,,,,,,,,,,,,,,"Developing relationships with others entails participating in company events to foster camaraderie and trust within the organisation, meeting with clients to establish connections, closely collaborating with team members on collaborative projects, and networking with other professionals in the industry.
","3,8,9,15,17",,,20,,,,,20,20,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,88,82,"The questionnaire could be improved by shortening it or breaking it into smaller, more focused sections to make it less time-consuming for respondents.",74,64,25,53,"It's possible that I misunderstood the purpose of the questionnaire, which was to evaluate how various cognitive skills impact job performance and how well workers apply these skills to their tasks.
",1,1,1,1,1,1
R_8YDjX8vExS74EO5,5c4f912d855bb80001ac70af,Insurance Advisor,Admiral,Customer service and administrative helping policyholders manage their existing policies for car insurance,2,2,5,"3,5,8,9,10",,,,,,5,,4,,,1,2,3,,,,,,,,10,,20,,,40,30,20,,,,,,,,1,,1,,,13,1,1,,,,,,,,21,,20,,,40,77,89,,,,,,73,83,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Working out the difference in policy premiums based on different changes, working out the relevant dates policyholders need to do things by","1,4,5,7,13",20,,,10,20,,10,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,Deciding how to approach a complaint or query in a way that benefits both the business and the customer,"1,5,7,8,11",15,,,,20,,15,30,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viewing customer data and amending it with any necessary changes, logging into systems and operating them","1,3,7,8,14",30,,30,,,,10,10,,,,,,20,,,,Telling policyholders important information they need to know to maintain their own policy,"2,8,10,13,17",,20,,,,,,15,,20,,,15,,,,30,"Speaking with customers and finding the best solutions for them, developing a rapport","2,5,10,15,17",,20,,,15,,,,,20,,,,,15,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,69,70,,10,10,60,60,AI,1,1,2,1,1,1
R_6g1SbK5pzFdqX3D,66376f7932f2246b78215d8c,Marketing manager,manufacturing,"As a marketing manager, you develop and implement strategies to promote products or services, enhance brand awareness, and boost sales. You manage market research, advertising campaigns, and digital marketing efforts, collaborating with other departments to align marketing initiatives with business goals. Your role is part of the broader marketing field, which focuses on consumer behavior, digital tools, and creative strategies for business growth.






",7,12,5,"2,3,5,6,10",,,,,5,4,,2,1,,,,3,,,,,,,3,5,,5,3,,,,7,,,,,,,80,65,,81,65,,,,79,,,,,,,64,73,,61,70,,,,80,,,,,,89,90,80,No feedback,,,,,,,,,,,,,,,,,,,,Defining the standards and benchmarks that will be used to assess the quality.,"3,9,11,13,17",,,25,,,,,,20,,20,,15,,,,20,"Gathering relevant data from various sources, which could include databases, surveys, financial reports, or operational metrics","2,7,8,14,16",,20,,,,,20,20,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,Recognizing and clearly defining the issue or decision that needs to be addressed.,"2,8,10,11,14",,20,,,,,,20,,20,20,,,20,,,,Setting Objectives and Goals,"2,3,4,7,13",,10,25,30,,,15,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reaching out to new colleagues, clients, or partners to start building connections. ","3,7,8,9,15",,,20,,,,20,15,15,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,80,78,,60,68,51,60,"
Without knowing the purpose of the questionnaire, I might have thought it was about assessing various cognitive abilities and skills relevant to different job tasks and activities",1,1,1,1,1,1
R_8uP4fJ2rNTVw51P,66536c22e7790e680216a742,Claims Handler,Collinson,I reply to emails and calls related to claims,0,0,5,"2,5,8,9,12",,,,,3,,,2,,,4,1,,,5,,,,,10,,,10,,,40,20,,,5,,,,,1,,,0,,,6,0,,,0,,,,,17,,,14,,,28,100,,,62,,,,97,100,82,Thank you,,,,,,,,,,,,,,,,,,,,being able to review critically,"2,3,8,14,17",,5,5,,,,,80,,,,,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,using your own intuituion,"2,4,8,11,14",,5,,5,,,,5,,,80,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i think i would use mental stimulation,"1,5,7,10,15",20,,,,5,,50,,,15,,,,,10,,,being clear in what you say,"1,6,7,10,17",5,,,,,5,5,,,10,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remebering events correctly,"5,6,14,15,16",,,,,75,5,,,,,,,,5,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,100,65,Thank you ,33,57,100,100,Creating someone who can complete my job role,1,3,1,1,1,3
R_6Mcx6vlnKcArPtP,660d49267eece4296c06eaf0,operations manager,Patrick Industries,oversee the operations and day to day activities for deliveries at workplace and employees,15,25,5,"2,3,5,6,9",,,,,3,4,,2,1,,,5,,,,,,,,10,10,,8,7,,,7,,,,,,,,77,68,,19,14,,,54,,,,,,,,59,55,,77,83,,,99,,,,,,,98,99,99,clear and understandable survey. I would love to be considered for future surveys,,,,,,,,,,,,,,,,,,,,analyzing the results of actions and tasks,"2,4,5,7,9",,20,,20,20,,20,,20,,,,,,,,,figuring what numbers and quantity will work effectively with the other to make sure they work seemingly,"8,12,14,15,17",,,,,,,,30,,,,20,,20,10,,20,,,,,,,,,,,,,,,,,,,,"finding problem, and finding reasonable and sustainable ways of bring an end to that challenge","5,8,9,12,14",,,,,30,,,10,10,,,20,,30,,,,compiling information to execute a goal,"4,9,11,12,14",,,,15,,,,,30,,5,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this is sharing information with one or more people,"2,3,8,15,17",,30,20,,,,,30,,,,,,,5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,98,99,this was a great survey . everything was perfect,100,100,0,0,the human mindset on tasks,2,1,1,1,1,1
R_84pEIY6gpok86yn,62db2644ab0a3a353c0dcb54,Operations Manager,,Assisting and overseeing in the operational capabilities of the plant (Metals),5,10,5,"2,3,6,8,9",,,,,3,2,,,1,,5,4,,,,,,,,4,10,,,10,,9,7,,,,,,,,23,14,,,19,,11,26,,,,,,,,35,11,,,45,,32,88,,,,,,,81,72,71,I don't think people will be comfortable saying who they work for,,,,,,,,,,,,,,,,,,,,"
Conducting performance reviews

Reviewing project outcomes

","3,4,5,14,17",,,15,25,20,,,,,,,,,15,,,25,"Data collection

Data cleaning 

Statistical analysis
","2,3,5,13,14",,20,20,,20,,,,,,,,25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Setting goals

Creating a task list

Prioritizing tasks

Communication","5,6,8,13,14",,,,,20,30,,10,,,,,20,20,,,,,,,,,,,,,,,,,,,,,,,"Research

Data management

Data analysis","5,8,9,13,17",,,,,10,,,30,20,,,,15,,,,25,"Creating presentations

Writing reports

Training sessions","7,12,13,16,17",,,,,,,20,,,,,20,30,,,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,69,66,,60,50,59,49,No idea,1,1,1,1,3,1
R_8kp06fkKHT2XjT6,66645ccd536eb7e9c7a11935,RETAIL,ASDA,MANAGER,5,2,5,"1,3,5,6,11",,,,5,,3,,2,1,,,,,4,,,,,2,,10,,15,20,,,,,3,,,,,79,,93,,89,61,,,,,67,,,,,65,,55,,36,29,,,,,33,,,,,99,99,99,,CHECK THE INFORMATION IN THE COMPUTER AND STORE,"4,6,14,15,17",,,,20,,20,,,,,,,,20,20,,20,,,,,,,,,,,,,,,,,,,,SEE THE SALES,"1,2,3,6,8",20,20,20,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I WILL SEE WHAT PROBLEMS ARE ,"4,6,12,15,16",,,,20,,20,,,,,,20,,,20,20,,I NEED TO SEE WHAT I NEED TO DO IN THAAT DAY AND AFTER I WILL SCHADUALE MY TIME,"5,7,10,14,17",,,,,20,,20,,,20,,,,20,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEE HOW NEED TRAINING,"1,3,11,14,17",20,,20,,,,,,,,20,,,20,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,62,67,NO,71,72,78,78,WORK,2,1,2,1,1,1
